species,trial,date,hhmmss,treatment,replicate,E,Emm,A,Ca,Ci,gsw,TleafEB,TleafCnd,RHcham,VPDleaf,LatHFlux,SenHFlux,Qin,S,Tair,Tleaf
S,2,20211123 10:30:41,10:30:41,a,10,0.002250231,2.250230906,10.34371474,413.243,342.4745977,0.266329622,20.98913879,20.4103,64.85062301,0.884790168,-99.23518297,-52.88949268,1499.99,3,20.0034,20.4103
P,1,20220208 09:41:47,09:41:47,c,1,0.004690296,4.690296062,19.06506182,406.227,341.4785891,0.572136161,20.21094977,19.8563,60.25147911,0.91290625,-206.8420563,17.21939552,1499.99,3,19.989,19.8563
P,1,20220208 09:45:27,09:45:27,c,2,0.004347838,4.347837874,18.7390224,407.33,338.0341085,0.517898559,20.33236255,19.9309,60.15256949,0.924815264,-191.7396503,9.291954853,1500,3,20.0026,19.9309
P,1,20220208 09:50:58,09:50:58,c,3,0.003958616,3.958615825,19.74091439,407.068,326.1435673,0.456883741,20.45432976,19.9902,59.74481672,0.9432531,-174.5749579,1.197085288,1500,3,19.9995,19.9902
P,1,20220208 09:54:19,09:54:19,c,4,0.004531775,4.531774886,18.44265471,407.791,343.6365899,0.55768292,20.27912307,19.7856,60.1766592,0.903008775,-199.8512725,28.41181585,1500,3,20.0059,19.7856
P,1,20220208 09:58:16,09:58:16,c,5,0.002568546,2.568546267,19.69354113,407.555,287.0442268,0.288955894,20.89208272,19.9877,60.13206874,0.933837956,-113.2728904,1.46936198,1500,3,19.9991,19.9877
P,1,20220208 10:04:47,10:04:47,c,6,0.003969605,3.969605425,18.80829276,407.713,331.175714,0.462807283,20.44099384,20.0008,60.19795125,0.935165722,-175.0595992,-1.641155183,1500,3,19.988,20.0008
P,1,20220208 10:09:50,10:09:50,c,7,0.00535091,5.350909628,19.58605456,406.9,350.3520651,0.695117228,20.00403924,19.6305,60.31914052,0.878943892,-235.9751146,46.3002668,1500.01,3,19.9892,19.6305
P,1,20220208 10:16:26,10:16:26,c,8,0.003954794,3.954794349,20.27213409,406.858,323.4423213,0.453789782,20.40448246,19.993,59.76326945,0.947502422,-174.4064308,-5.532442874,1500,3,19.9502,19.993
P,1,20220208 10:22:56,10:22:56,c,9,0.001965039,1.965038645,17.58273041,408.999,259.5723458,0.203158019,21.08112875,20.3693,59.83708995,0.996717228,-86.65820424,-47.75085011,1499.99,3,19.9995,20.3693
P,1,20220208 10:27:01,10:27:01,c,10,0.00553074,5.530739669,23.47539186,404.597,338.5111187,0.703676488,19.95092957,19.7217,60.00727303,0.89896512,-243.9056194,34.9870149,1499.99,3,19.9928,19.7217
P,1,20220208 10:30:56,10:30:56,a,1,0.004236676,4.236676215,16.35626478,409.094,345.1992381,0.493505098,20.38974008,20.0135,59.87813146,0.941508529,-186.8374211,1.157691129,1500.05,3,20.0225,20.0135
P,1,20220208 10:35:13,10:35:13,a,2,0.003106197,3.106196726,17.80339038,408.596,316.2457761,0.350851119,20.73234298,20.0697,60.24303544,0.94261698,-136.9832756,-8.242601384,1500,3,20.0054,20.0697
P,1,20220208 10:40:49,10:40:49,a,3,0.003992046,3.992045862,22.34588584,405.629,319.6989627,0.485574728,20.44735127,19.7858,60.31104921,0.900119426,-176.0492225,27.99116751,1500,3,20.0032,19.7858
P,1,20220208 10:45:04,10:45:04,a,4,0.003238436,3.238435727,20.53512234,406.927,306.157546,0.369734951,20.68372901,20.0034,60.13015535,0.936233649,-142.8150156,-0.653326589,1500,3,19.9983,20.0034
P,1,20220208 10:51:32,10:51:32,a,5,0.005244512,5.244511793,22.5197979,405.285,335.7992602,0.633512602,20.05134445,19.9238,59.73708586,0.933504222,-231.2829701,10.228102,1500,3,20.003,19.9238
P,1,20220208 10:55:12,10:55:12,a,6,0.006585496,6.585496376,24.08175399,404.036,348.3705534,0.898118545,19.62447693,19.5258,59.99708576,0.870746309,-290.4203902,61.02535272,1500,3,19.9993,19.5258
P,1,20220208 11:00:15,11:00:15,a,7,0.004289866,4.289865798,21.94726906,405.786,323.8738589,0.50496402,20.34186955,19.9596,59.98550516,0.933739847,-189.1830817,4.302145943,1500,3,19.9929,19.9596
P,1,20220208 11:04:20,11:04:20,a,8,0.00591201,5.912010015,22.09685614,405.305,347.5006066,0.775773217,19.82950528,19.6398,60.14284065,0.88421093,-260.7196417,45.41988272,1500.01,3,19.9914,19.6398
P,1,20220208 11:08:03,11:08:03,a,9,0.003978569,3.978568844,19.26490183,407.452,328.4932082,0.458090946,20.43759552,20.0821,60.23979396,0.945902817,-175.454886,-11.94180417,1500,3,19.9894,20.0821
P,1,20220208 11:12:27,11:12:27,a,10,0.002142934,2.142934029,15.67668464,410.054,299.9608749,0.250742554,21.005902,19.6459,59.93594444,0.890924908,-94.50339066,43.12735971,1500,3,19.98,19.6459
P,1,20220215 09:04:13,09:04:13,a,1,0.005213976,5.21397618,17.24512382,407.196,360.7830645,0.761347831,20.05268854,19.8325,64.68228448,0.804963091,-229.9363495,21.35442888,1499.99,3,19.9955,19.8325
P,1,20220215 09:08:24,09:08:24,a,2,0.003543655,3.543655009,18.42691967,407.658,334.5787839,0.471832587,20.57394349,20.0358,64.70139429,0.833707673,-156.2751859,-4.945112592,1500,3,19.9981,20.0358
P,1,20220215 09:14:34,09:14:34,a,3,0.00602879,6.028790063,18.81610868,407.185,364.9938456,0.948822578,19.80388576,19.6716,65.01741824,0.773607391,-265.8696418,43.02532864,1500,3,20,19.6716
P,1,20220215 09:18:54,09:18:54,a,4,0.006942076,6.942075583,20.40427127,406.11,367.8769953,1.187382923,19.48587261,19.4063,64.85373065,0.743061094,-306.1455332,73.32007355,1500,3,19.9659,19.4063
P,1,20220215 09:23:30,09:23:30,a,5,0.00505172,5.051719879,17.56882544,408.202,359.7834833,0.736784109,20.07185501,19.7854,64.62511054,0.802476211,-222.7808467,23.38595434,1500,3,19.9641,19.7854
P,1,20220215 09:27:03,09:27:03,a,6,0.005618243,5.618243044,19.03625317,407.195,360.6225212,0.846691955,19.90726929,19.7607,64.8686568,0.792165065,-247.7645183,28.28671317,1500,3,19.9754,19.7607
P,1,20220215 09:30:46,09:30:46,a,7,0.006108552,6.108551583,20.22826289,406.362,363.5149632,1.007809513,19.77347782,19.4701,64.96563044,0.746679191,-269.3871248,68.54328009,1500,3,19.9951,19.4701
P,1,20220215 09:35:34,09:35:34,a,8,0.004892406,4.892406397,18.24009122,407.856,356.7064397,0.716076455,20.14700099,19.8113,64.95334211,0.796043781,-215.7551221,23.52759794,1500,3,19.9903,19.8113
P,1,20220215 09:40:06,09:40:06,a,9,0.004075234,4.07523355,20.37709746,406.731,334.4436143,0.534655566,20.37582368,20.1511,64.55213654,0.857114126,-179.7177995,-24.380808,1500,3,19.9654,20.1511
P,1,20220215 09:45:47,09:45:47,a,10,0.004811281,4.811280728,15.37427475,409.602,365.6566724,0.714166874,20.17598887,19.6911,64.68381013,0.784756583,-212.1774801,39.88924565,1500,3,19.9943,19.6911
P,1,20220215 09:53:09,09:53:09,c,1,0.003340578,3.340578391,15.16017589,410.059,343.0784768,0.424590502,20.64597141,20.3217,65.1115906,0.865267189,-147.3195071,-41.32322595,1500,3,20.0062,20.3217
P,1,20220215 09:59:27,09:59:27,c,2,0.002471123,2.471123251,11.45361421,412.501,349.2294781,0.333677425,20.90019014,19.8641,65.12248489,0.79917154,-108.9765354,17.35329643,1500,3,19.9957,19.8641
P,1,20220215 10:04:08,10:04:08,c,3,0.00257471,2.574709918,13.57758266,411.195,335.1336524,0.325132429,20.87512764,20.2217,65.03345687,0.852940294,-113.5447074,-29.13832808,1500,3,20,20.2217
P,1,20220215 10:09:31,10:09:31,c,4,0.001818367,1.818367257,11.57687836,412.632,319.9958906,0.220541243,21.10399683,20.3358,65.11453351,0.86853285,-80.18999603,-44.99205734,1499.99,3,19.993,20.3358
P,1,20220215 10:14:02,10:14:02,c,5,0.001879634,1.87963433,12.5480018,412.001,315.3039646,0.228730853,21.10081474,20.3162,64.99518417,0.867366181,-82.89187395,-40.75322725,1500,3,20.0043,20.3162
P,1,20220215 10:20:34,10:20:34,c,6,0.001264323,1.264322675,11.1009872,413.001,283.2184694,0.146345329,21.28753531,20.5525,65.3045803,0.895325975,-55.75662997,-71.98298671,1500,3,20.0036,20.5525
P,1,20220215 10:26:40,10:26:40,c,7,0.001274177,1.274177438,11.49672623,412.794,277.1303602,0.144776152,21.28866837,20.6358,65.1454536,0.911854789,-56.19122499,-82.803027,1500,3,20.0005,20.6358
P,1,20220215 10:32:24,10:32:24,c,8,0.001107926,1.10792619,10.56600702,413.382,275.1313682,0.129937058,21.3405019,20.4103,65.04552101,0.880782842,-48.85954498,-53.68593538,1500,3,19.9974,20.4103
P,1,20220215 10:36:19,10:36:19,c,9,0.001185234,1.185233667,9.971941532,413.721,297.0996223,0.146673805,21.30647232,20.1572,65.28862286,0.837748557,-52.26880471,-20.96939177,1500.01,3,19.9972,20.1572
P,1,20220215 10:40:31,10:40:31,c,10,0.001845709,1.845708615,12.23561667,412.27,318.7996128,0.230906719,21.09952547,20.13,64.84432971,0.843972411,-81.39574991,-17.16991506,1500,3,19.9995,20.13
P,1,20220222 09:27:37,09:27:37,c,1,0.001065273,1.065272506,8.535843393,414.627,291.957392,0.118992013,21.35064603,20.5648,64.90165203,0.908624165,-46.9785175,-75.01945512,1500.01,3,19.9824,20.5648
P,1,20220222 09:14:46,09:14:46,c,2,0.001647057,1.647057115,8.609835256,414.407,332.6229239,0.187184139,21.18638653,20.5591,64.87006271,0.906701632,-72.63521876,-71.79275912,1500,3,20.0016,20.5591
P,1,20220222 09:37:19,09:37:19,c,3,0.002442379,2.442379033,11.65133228,412.371,341.6746463,0.301392856,20.92012675,20.2173,64.90636196,0.855869786,-107.7089154,-29.03524688,1500,3,19.9937,20.2173
P,1,20220222 09:47:41,09:47:41,c,4,0.001697267,1.697266611,11.30177469,412.818,315.3540213,0.20357068,21.15814172,20.289,65.09963603,0.862126169,-74.84945756,-38.41174232,1500.01,3,19.9913,20.289
P,1,20220222 09:09:14,09:09:14,c,5,0.000103961,0.103960971,1.345459818,419.104,235.1771211,0.012028864,21.66496668,20.2531,65.11460392,0.856168965,-4.584678835,-33.32824069,1499.99,3,19.9946,20.2531
P,1,20220222 09:42:38,09:42:38,c,6,0.001378912,1.378911562,10.33723371,413.483,300.6329407,0.158343513,21.22427059,20.4484,64.97707986,0.891403675,-60.80999987,-63.03401132,1499.99,3,19.9619,20.4484
P,1,20220222 09:32:09,09:32:09,c,7,0.002005201,2.005200555,11.07459885,412.875,332.6491625,0.247306702,21.06198913,20.1859,65.10408029,0.846637783,-88.42934448,-24.85650027,1500,3,19.9935,20.1859
P,1,20220222 08:58:52,08:58:52,c,8,0.000933006,0.933006409,10.22435591,413.372,244.5269883,0.101813754,21.41613241,20.6865,64.82178772,0.926445391,-41.14558262,-87.5654736,1500,3,20.0073,20.6865
P,1,20220222 08:52:29,08:52:29,c,9,0.001317561,1.317560656,10.94614298,411.779,288.9220478,0.153077971,21.24587061,20.3781,65.0019093,0.880677085,-58.10442494,-54.08824915,1500.01,3,19.9587,20.3781
P,1,20220222 09:22:11,09:22:11,c,10,0.0011129,1.112899637,9.29421947,414.169,283.9318438,0.121825045,21.36651055,20.799,65.46333914,0.927450161,-49.078874,-101.0108226,1500,3,20.0173,20.799
P,1,20220222 09:54:39,09:54:39,a,1,0.00455669,4.556690115,17.32174725,408.52,352.2549794,0.606479378,20.27522818,20.1654,64.97129427,0.845139836,-200.9500341,-20.0271488,1499.98,3,20.0105,20.1654
P,1,20220222 10:00:56,10:00:56,a,2,0.004684555,4.684555478,19.5796793,407.072,348.3200443,0.655875393,20.20342651,19.9002,64.90780321,0.810881389,-206.5888966,10.40641114,1499.97,3,19.9802,19.9002
P,1,20220222 10:06:28,10:06:28,a,3,0.006020538,6.02053813,22.71333692,404.854,351.9536334,0.88715444,19.80701138,19.7839,64.31153154,0.805989476,-265.5057315,28.32376809,1500,3,20.0028,19.7839
P,1,20220222 10:14:29,10:14:29,a,4,0.005892861,5.892860672,21.62762398,405.624,354.9745445,0.88466635,19.84078282,19.7581,64.82679033,0.790786927,-259.8751556,30.82782046,1500.01,3,19.9965,19.7581
P,1,20220222 10:20:17,10:20:17,a,5,0.005293064,5.293064021,17.81120121,407.941,359.5533808,0.75306122,20.00350834,19.8729,64.66981284,0.813426851,-233.4241233,12.62066512,1500,3,19.9705,19.8729
P,1,20220222 10:25:34,10:25:34,a,6,0.003367072,3.367072438,17.96950186,408.361,328.5566687,0.416666226,20.63122777,20.3202,64.79473047,0.873613619,-148.4878945,-42.30014819,1500,3,19.9942,20.3202
P,1,20220222 10:31:49,10:31:49,a,7,0.006993357,6.993356944,23.11432035,404.404,360.5137624,1.151336273,19.4724936,19.4919,64.7528357,0.756715825,-308.4070412,62.40933334,1500,3,19.9742,19.4919
P,1,20220222 10:39:09,10:39:09,a,8,0.004047437,4.047436939,20.67188433,406.635,335.69168,0.554629579,20.42142936,19.9829,65.32553425,0.811505051,-178.491969,1.785583401,1500.01,3,19.9967,19.9829
P,1,20220222 10:44:50,10:44:50,a,9,0.004330797,4.330796909,21.79168207,405.85,331.6415133,0.559930513,20.34760455,20.2791,65.00704137,0.860956914,-190.9881437,-34.57448997,1500,3,20.0112,20.2791
P,1,20220222 10:51:19,10:51:19,a,10,0.004029918,4.029917621,18.81369084,407.732,337.9529935,0.512928819,20.42138079,20.3068,65.0444817,0.866124018,-177.7193671,-40.85242726,1499.94,3,19.9905,20.3068
P,1,20220301 09:09:10,09:09:10,a,1,0.001331284,1.331284022,8.619383485,414.441,293.925614,0.123641621,21.26817243,20.2931,55.28282739,1.09300199,-58.70962539,-39.15624136,1500,3,19.9909,20.2931
P,1,20220301 09:13:04,09:13:04,a,2,0.006128755,6.128754851,17.89002676,407.739,358.1432362,0.748902542,19.72770772,19.2306,55.12368243,0.946943049,-270.2780889,93.94534733,1500,3,19.9579,19.2306
P,1,20220301 09:18:13,09:18:13,a,3,0.006284736,6.284735533,17.25337352,408.129,358.3336966,0.721044976,19.71426609,19.5722,54.68710906,1.002433332,-277.156837,54.48584809,1500,3,19.9929,19.5722
P,1,20220301 09:21:51,09:21:51,a,4,0.007008391,7.008390725,19.12586416,406.829,358.7744727,0.846605975,19.49646459,19.3638,54.54173255,0.975606741,-309.070031,82.68255906,1500,3,20.0032,19.3638
P,1,20220301 09:25:19,09:25:19,a,5,0.007659928,7.659927965,19.18728209,406.589,363.7824051,0.986961088,19.27243284,19.1006,54.61285959,0.938850214,-337.8028233,114.308158,1500,3,19.9831,19.1006
P,1,20220301 09:29:19,09:29:19,a,6,0.004896696,4.896695952,16.10460315,409.124,348.5046902,0.522611866,20.13821355,19.8882,55.25623661,1.0352908,-215.9442915,12.04282203,1500,3,19.981,19.8882
P,1,20220301 09:33:28,09:33:28,a,7,0.005250817,5.250817244,18.07741917,407.865,344.6294582,0.56340621,20.02694154,19.831,54.77424721,1.038354917,-231.5610405,19.44357913,1500,3,19.9808,19.831
P,1,20220301 09:39:24,09:39:24,a,8,0.004874658,4.8746578,17.70231054,408.185,340.6538273,0.509293744,20.15290731,19.9904,55.00124692,1.055558683,-214.972409,-0.385822653,1500.01,3,19.9874,19.9904
P,1,20220301 09:44:00,09:44:00,a,9,0.006860331,6.860331304,18.04678763,407.482,359.9794839,0.807468939,19.51924939,19.5167,54.73899505,0.994215027,-302.5406105,59.80503538,1499.99,3,19.982,19.5167
P,1,20220301 09:48:18,09:48:18,a,10,0.005684595,5.684594502,17.74998658,407.991,350.9648046,0.627494107,19.91191755,19.7872,55.11239342,1.022417134,-250.6906175,27.77206586,1500,3,20.0022,19.7872
P,1,20220301 09:55:15,09:55:15,c,1,0.003595667,3.595667383,8.562556412,413.979,365.7664898,0.353699824,20.55271957,20.2069,55.13755585,1.084032248,-158.5689316,-28.5185796,1499.99,3,19.9869,20.2069
P,1,20220301 09:58:48,09:58:48,c,2,0.001149703,1.149703246,5.220466782,416.582,321.3654973,0.096668468,21.30905144,20.8894,54.66381885,1.198508035,-50.70191315,-118.6132735,1500.01,3,19.9718,20.8894
P,1,20220301 10:02:50,10:02:50,c,3,0.002442835,2.442834714,7.563216074,414.934,352.9621981,0.229513012,20.95531069,20.2796,54.57262594,1.105428911,-107.7290109,-33.43758082,1500,3,20.0191,20.2796
P,1,20220301 10:09:48,10:09:48,c,4,0.000432416,0.432416477,3.547549283,417.706,256.3529831,0.036890627,21.55350356,20.7673,55.22764022,1.165060809,-19.06956666,-100.2748868,1500,3,19.9928,20.7673
P,1,20220301 10:15:20,10:15:20,c,5,0.000554111,0.55411084,4.861543316,416.979,248.3574821,0.048337795,21.52136697,20.6388,55.35369572,1.142425627,-24.43628805,-83.02942323,1499.99,3,19.9963,20.6388
P,1,20220301 10:18:47,10:18:47,c,6,0.002038169,2.03816922,9.405934126,413.898,325.8997523,0.191785205,21.06257665,20.292,55.18963423,1.094439961,-89.88326259,-37.71393736,1500,3,19.9982,20.292
P,1,20220301 10:21:51,10:21:51,c,7,0.003355736,3.355736472,8.288526102,414.209,364.5304339,0.329183096,20.64478147,20.1902,55.09688114,1.081492462,-147.9879784,-24.51388306,1500,3,19.9999,20.1902
P,1,20220301 10:25:09,10:25:09,c,8,0.000447261,0.447260817,3.971513623,417.577,241.8524043,0.037787136,21.56029907,20.8235,55.10541863,1.176605386,-19.72420205,-106.8026121,1500,3,19.9909,20.8235
P,1,20220301 10:29:01,10:29:01,c,9,0.000710893,0.710893176,5.535746305,416.545,265.0476602,0.061770813,21.41992046,20.6359,55.17790961,1.15035618,-31.35038908,-89.44819975,1500,3,19.9433,20.6359
P,1,20220301 10:32:30,10:32:30,c,10,0.000738156,0.738156249,4.1717418,417.323,304.130185,0.063522794,21.38966721,20.7088,55.22922466,1.161901399,-32.55269057,-101.681281,1500,3,19.9213,20.7088
P,2,20220315 08:42:03,08:42:03,c,1,0.003357659,3.357659066,18.45346809,407.832,315.8296272,0.366820045,20.64006229,20.2684,59.7666208,0.983626636,-148.0727648,-34.99757335,1500,3,19.9975,20.2684
P,2,20220315 08:48:38,08:48:38,c,2,0.000431139,0.431138576,5.98849009,416.26,174.5513852,0.040811883,21.53639711,20.755,59.86003107,1.056332678,-19.01321121,-101.1348234,1500.01,3,19.9722,20.755
P,2,20220315 08:53:27,08:53:27,c,3,0.002537252,2.537252489,17.01625482,409.142,298.6898604,0.27341961,20.89914715,20.2157,59.6850448,0.977148177,-111.8928348,-27.46392363,1500.01,3,20.0048,20.2157
P,2,20220315 09:00:23,09:00:23,c,4,0.00049238,0.492380076,7.664115336,415.302,150.837455,0.04765648,21.53719748,20.6809,60.22424604,1.034673996,-21.71396137,-88.82917666,1500,3,19.9943,20.6809
P,2,20220315 09:48:02,09:48:02,c,5,0.003078237,3.078236883,19.39802725,407.559,306.5226952,0.346734385,20.73041267,20.143,60.40963873,0.949691554,-135.7502466,-18.24328101,1500,3,20.0023,20.143
P,2,20220315 09:14:44,09:14:44,c,6,0.000821179,0.821179375,9.82177635,413.951,215.7042899,0.082685883,21.42419287,20.4299,60.0191253,1.002604041,-36.21401045,-57.46888991,1500,3,19.9862,20.4299
P,2,20220315 09:21:28,09:21:28,c,7,0.000366488,0.366488313,4.551344623,417.199,211.6266062,0.036583192,21.57099824,20.4468,60.18415497,1.000725142,-16.16213458,-58.96347369,1500,3,19.9922,20.4468
P,2,20220315 09:28:11,09:28:11,c,8,0.001169811,1.169811465,12.97374775,411.902,230.8942763,0.120814875,21.32482677,20.3474,60.16181585,0.985887575,-51.58868562,-45.21257985,1500,3,19.9991,20.3474
P,2,20220315 09:34:13,09:34:13,c,9,0.002292472,2.292472347,16.70418542,409.431,288.677351,0.243053019,20.96280964,20.2812,59.74903943,0.986812328,-101.0980305,-38.07546327,1500,3,19.9873,20.2812
P,2,20220315 09:40:31,09:40:31,c,10,0.002967161,2.967160698,19.57853414,407.561,303.1580487,0.337186299,20.76128997,20.0253,60.12420021,0.939558259,-130.8517868,-3.500842838,1500.01,3,19.9983,20.0253
P,2,20220315 09:52:41,09:52:41,a,1,0.007499208,7.499208368,20.17519013,406.022,364.1037153,1.063438615,19.3408773,19.5071,59.95990049,0.868684435,-330.715089,64.01674119,1500,3,20.0026,19.5071
P,2,20220315 09:56:23,09:56:23,a,2,0.009253168,9.253168437,21.44399626,404.944,371.0428281,1.534215223,18.78814618,19.0421,59.8581007,0.806168508,-408.0647281,124.0407703,1500,3,20.002,19.0421
P,2,20220315 10:00:43,10:00:43,a,3,0.008501532,8.501531979,22.50012308,404.475,365.0656468,1.314017772,19.02607,19.2213,59.77948951,0.832868738,-374.9175603,101.0218892,1500,3,20.0018,19.2213
P,2,20220315 10:06:48,10:06:48,a,4,0.008232628,8.232627504,21.12441651,405.275,365.4508257,1.20489482,19.1081342,19.4012,59.60991175,0.862427611,-363.0588729,77.34183503,1500,3,19.9972,19.4012
P,2,20220315 10:12:32,10:12:32,a,5,0.008020316,8.020316041,21.28814339,405.264,364.6635554,1.182006538,19.17525146,19.3269,59.53809215,0.853475262,-353.6959374,87.07979453,1500,3,19.9996,19.3269
P,2,20220315 10:18:46,10:18:46,a,6,0.00632573,6.325730074,18.14606829,407.559,360.8247751,0.817408242,19.69881398,19.7601,59.75853802,0.910466405,-278.9646963,29.82825474,1500,3,19.9909,19.7601
P,2,20220315 10:23:44,10:23:44,a,7,0.007401328,7.401327537,22.21323558,404.933,358.3994201,1.034570354,19.36954914,19.5747,60.07984916,0.875825841,-326.3985444,54.93061797,1500,3,19.9983,19.5747
P,2,20220315 10:27:26,10:27:26,a,8,0.00720565,7.20564994,25.26266816,403.126,348.7980542,0.979765374,19.41491452,19.5551,59.44071221,0.88986206,-317.7691624,55.26989945,1500,3,19.9772,19.5551
P,2,20220315 10:31:36,10:31:36,a,9,0.006597348,6.597347985,21.53961218,405.496,353.5283178,0.866125568,19.60229843,19.6999,59.68473368,0.90448669,-290.9430461,36.19948594,1500,3,19.9804,19.6999
P,2,20220315 10:37:31,10:37:31,a,10,0.008405513,8.405513267,23.00174213,404.175,362.6348383,1.25769237,19.05657534,19.3597,59.80220755,0.851633355,-370.6831351,83.15934051,1500,3,20.0024,19.3597
P,2,20220322 08:46:55,08:46:55,c,1,0.000525993,0.525992557,5.197271193,414.64,198.7769671,0.040033592,21.59957301,20.9379,49.84234517,1.311961375,-23.19627177,-112.6521339,1500.01,3,20.0669,20.9379
P,2,20220322 08:55:29,08:55:29,c,2,0.000251336,0.251335699,1.382917184,418.814,298.1825385,0.019613058,21.56593432,20.6518,49.96751723,1.273820199,-11.08390434,-90.69944648,1500,3,19.9539,20.6518
P,2,20220322 08:58:44,08:58:44,c,3,0.001448758,1.448758266,10.99874101,413.011,250.1128233,0.115335739,21.24024022,20.7591,50.44181931,1.276139582,-63.89023955,-98.71929788,1500,3,19.9919,20.7591
P,2,20220322 09:01:54,09:01:54,c,4,0.000731536,0.731536378,6.407569352,415.927,224.5126278,0.056134208,21.45169372,20.869,49.89366612,1.306119869,-32.26075425,-114.4114708,1500,3,19.9859,20.869
P,2,20220322 09:04:54,09:04:54,c,5,0.003998917,3.998917221,11.82431585,411.891,350.6811355,0.374730464,20.43021739,19.9375,50.73805836,1.14766483,-176.3522494,6.774589903,1500.01,3,19.9899,19.9375
P,2,20220322 09:08:22,09:08:22,c,6,0.002960329,2.960329292,14.26198257,410.786,308.9266827,0.252766417,20.74978111,20.372,50.09270767,1.226923002,-130.5505218,-50.2796981,1500,3,19.9837,20.372
P,2,20220322 09:12:02,09:12:02,c,7,0.000778818,0.778817813,6.441862547,415.941,239.7543888,0.061562502,21.42048617,20.6093,49.81951787,1.270148958,-34.34586557,-83.24557229,1499.99,3,19.9642,20.6093
P,2,20220322 09:15:31,09:15:31,c,8,0.000536432,0.536432491,5.168450425,416.729,207.0214486,0.041040192,21.50440545,20.8837,50.02165392,1.305874493,-23.65667284,-117.3592516,1500,3,19.9788,20.8837
P,2,20220322 09:18:42,09:18:42,c,9,0.002304757,2.30475676,11.00573463,412.816,309.0231025,0.189319217,20.9650588,20.5962,50.17617112,1.257901614,-101.6397731,-78.20738086,1500,3,19.9907,20.5962
P,2,20220322 09:22:49,09:22:49,c,10,0.002047806,2.047806322,13.10704762,411.625,274.2899093,0.166184143,21.05211161,20.6636,50.2177051,1.266689407,-90.3082588,-86.16422723,1500,3,19.9958,20.6636
P,2,20220322 09:29:27,09:29:27,a,1,0.002984231,2.984231301,14.64716755,410.55,306.6424085,0.254181832,20.76342996,20.354,49.75620959,1.23071984,-131.6046004,-45.30251776,1500,3,20.0034,20.354
P,2,20220322 09:36:33,09:36:33,a,2,0.008163286,8.163285751,19.00646267,406.676,357.4011384,0.836009548,19.08776148,19.7862,49.71740336,1.152152233,-360.0009016,22.11204669,1500,3,19.957,19.7862
P,2,20220322 09:32:52,09:32:52,a,3,0.005269544,5.269544396,16.82870701,408.577,339.0158185,0.472498239,20.03148912,20.3349,49.96328394,1.223917416,-232.3869079,-44.58580518,1500,3,19.9912,20.3349
P,2,20220322 09:40:23,09:40:23,a,4,0.004699313,4.699312959,17.7014074,408.2,327.6049942,0.417479204,20.21514359,20.2862,49.72294884,1.222060982,-207.2397015,-37.61312648,1499.99,3,19.9953,20.2862
P,2,20220322 09:43:41,09:43:41,a,5,0.007514087,7.514087014,18.53754956,407.137,355.5920152,0.763715695,19.30866073,19.7581,49.79816891,1.145051573,-331.3712373,27.88355935,1500.01,3,19.9733,19.7581
P,2,20220322 09:48:16,09:48:16,a,6,0.004613042,4.613041811,17.68217575,408.383,328.3269293,0.419379665,20.21233291,20.0926,49.75681725,1.19500974,-203.4351439,-16.45815972,1500,3,19.9653,20.0926
P,2,20220322 09:52:14,09:52:14,a,8,0.003791088,3.791088144,18.95045741,407.759,302.9295704,0.329883952,20.47648642,20.2895,49.70187128,1.224666169,-167.1869872,-41.12429074,1500,3,19.9728,20.2895
P,2,20220322 09:59:13,09:59:13,a,9,0.005369892,5.369892138,17.12272674,408.392,339.1505228,0.483892535,19.89517972,20.2515,49.89162839,1.220857388,-236.8122433,-47.51867134,1500,3,19.8864,20.2515
P,2,20220322 10:02:51,10:02:51,a,10,0.003769522,3.769522338,17.59065854,408.498,307.5682501,0.319125625,20.50184051,20.5493,49.96777327,1.255780957,-166.2359351,-72.42100582,1500,3,19.9904,20.5493
P,2,20220329 08:53:35,08:53:35,c,1,0.003492575,3.49257493,8.642184927,413.584,368.5062528,0.381942863,20.62170825,20.287,59.64039381,0.987129539,-154.0225544,-34.19647041,1500,3,20.0229,20.287
P,2,20220329 08:58:00,08:58:00,c,2,0.001165228,1.165227598,4.977933172,416.625,344.5004848,0.12317586,21.41929901,20.1594,59.48930186,0.965450785,-51.38653705,-8.082226694,1500,3,20.0974,20.1594
P,2,20220329 09:01:43,09:01:43,c,3,0.002898887,2.898887388,9.028130898,413.763,357.7233976,0.307098329,20.90197199,20.4135,59.42030859,1.00243665,-127.8409338,-38.01712856,1500,3,20.1221,20.4135
P,2,20220329 09:06:08,09:06:08,c,4,0.000519474,0.519473845,4.401538099,417.156,274.1069554,0.051759152,21.72900658,20.5346,59.63854789,1.007680297,-22.90879659,-42.48855312,1500.01,3,20.2096,20.5346
P,2,20220329 09:10:11,09:10:11,c,5,0.001140328,1.140328035,6.275400161,415.928,321.5518147,0.116124023,21.54298744,20.4262,59.26829486,1.000689276,-50.28846633,-28.60671053,1500,3,20.2053,20.4262
P,2,20220329 08:49:48,08:49:48,c,6,0.002062954,2.062953547,8.887676985,413.341,337.2129274,0.211519379,21.08456098,20.4927,59.70392672,1.014732099,-90.97625142,-58.87244163,1500,3,20.0394,20.4927
